сослужить,1
примерно,1
молодец,8
данило,7
ты,147
отец,13
похвалить,1
благополучно,2
всё,52
впрочем,2
скучно,1
куда,5
уж,42
смочить,1
рубашонка,1
лить,1
ливмя,1
ненастье,1
страшный,3
несчастие,1
притом,2
ж,24
мой,31
спасть,6
ноченька,3
сказать,46
прокашляться,1
поклониться,12
влево,2
вправо,2
помолиться,4
что,124
ли,18
спрашивать,2
впустить,3
караульщик,5
отворить,3
нога,16
самый,4
до,17
голова,6
промокнуть,1
весь,53
я,194
дождь,2
дверь,11
отпирать,3
тетеря,2
сонный,1
вы,28
эй,10
изба,2
стучаться,3
вода,13
облить,2
сходить,2
дозорный,1
приходить,2
день,25
проходить,1
сенник,2
под,31
закопаться,1
мужик,2
наш,43
страх,5
напасть,2
боязнь,1
он,176
настать,2
ненастный,4
дозор,4
отправиться,8
топор,2
вилы,2
вынуть,3
сбираться,3
начать,13
смеркаться,3
лишь,13
вот,84
подстеречь,1
злой,2
поберечь,1
ночь,15
хлеб,8
караул,2
стоять,4
чтоб,27
смекнуть,1
себя,30
наконец,8
соглядать,1
вор,4
бы,20
как,74
гадать,1
думать,6
видать,3
отродясь,1
печаль,3
такой,29
мужичка,2
шевелить,1
ходить,11
стать,30
поле,9
то,64
кто,13
они,53
приключилось,1
вскоре,1
аль,7
время,9
долг,2
домой,3
возвращалисить,1
сума,1
набитый,1
с,131
принимать,1
счёт,1
деньга,3
продавать,4
там,16
от,29
недалече,1
тот,55
знать,25
столица,12
град,3
возить,1
да,87
пшеница,5
сеять,4
брат,37
дурак,12
вовсе,2
младший,2
сякнуть,1
так,68
и,357
средний,3
детина,1
быть,52
умный,4
старший,4
сын,4
три,30
старинушка,1
у,30
село,7
один,9
в,282
старик,6
жить,10
земля,13
небо,10
на,163
не,200
море,21
широкий,5
лес,6
гора,9
за,65
